Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	38	4.691358024691358	8.428266359512025E-23	CD1E, CD3G, CD1D, CD1C, CD3E, CD1B, CD3D, HLA-DMA, CD19, CD38, CD37, CD36, HLA-DOA, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DPA1, CR2, HLA-DRB5, CR1, MME, IL1R2, GP1BA, CD2, FCER2, IL6, CD8B, CD5, CD8A, IL2RA, CD7, KIT, HLA-DPB1, HLA-DRA, IL7R, MS4A1, HLA-DRB1, HLA-DQB1	462	99	8840	7.344440071712799	2.5453364405726317E-20	8.512549023107145E-21	7.248309069180341E-21
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	31	3.8271604938271606	1.731474377817916E-21	CCL14, CCL13, CXCL6, CXCL9, PIK3CD, CXCL1, CXCL13, CXCL3, CXCL2, CXCL5, CX3CL1, CCL8, CCL5, CCL4, CCL2, LBP, CCL19, CCL18, CCL17, CCL23, CCL22, CCL21, EDN3, CXCL10, CXCL11, SAA1, XCL2, SAA2, XCL1, S100A9, S100A8	776	83	19734	9.498105825363309	5.80736506320129E-18	1.451408397205868E-18	1.3916725311711498E-18
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	25	3.0864197530864197	2.042729497527974E-20	CCL14, CCL13, CXCL6, CXCL9, CXCL1, CXCL13, CXCL3, CXCL2, CXCL5, CX3CL1, CCL8, CCL5, CCL4, CCL2, CCL19, CCL18, CCL17, CCL23, CCL22, CCL21, CXCL10, CXCL11, XCL2, XCL1, CCL28	782	51	19304	12.100697056316132	1.9365075636565194E-17	1.9365075636565194E-17	1.8793111377257362E-17
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	65	8.024691358024691	2.679592205032535E-19	ITK, TNFRSF13B, CLEC10A, PIK3CD, CD3G, TNFRSF13C, CD3E, CD3D, IL4I1, SIT1, LAMP3, CTLA4, HLA-DOA, JAK3, HLA-DOB, HLA-DPA1, EOMES, ZNF683, LAG3, PRKCB, THEMIS, PDCD1LG2, LIME1, LAX1, ZAP70, IFNG, CD8B, CD8A, HLA-DQB2, HLA-DQB1, CD274, TXK, CD1E, VTCN1, CD1C, CD1B, CD79B, CD79A, HLA-DMA, KLRK1, BTLA, SLAMF7, TNFRSF17, KLRC1, HLA-DQA2, HLA-DQA1, SLAMF1, HLA-DRB5, TRAT1, CRTAM, SH2D1A, SH2D1B, BMX, CD6, CD209, GPR183, CD7, HLA-DPB1, HLA-DRA, KLRD1, PDCD1, CD247, LAT, CD244, HLA-DRB1	776	452	19734	3.6570283277073257	8.987352255679122E-16	1.7969345326948178E-16	1.7229777878359198E-16
GOTERM_BP_DIRECT	GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide	32	3.950617283950617	1.1138487149783083E-18	CCL14, CCL13, CXCL6, CXCL9, DEFB1, CXCL1, CXCL13, CXCL3, CXCL2, CXCL5, CX3CL1, CCL8, GNLY, CCL5, CCL4, RNASE7, CCL2, CCL19, CCL18, CCL17, KRT6A, CCL23, CCL22, CCL21, TSLP, CXCL10, CXCL11, XCL2, XCL1, S100A9, S100A7, LTF	776	109	19734	7.465809136479712	3.7358485900372465E-15	6.22455790220378E-16	5.96837269775877E-16
KEGG_PATHWAY	hsa04514:Cell adhesion molecules	41	5.061728395061729	1.0530763687731495E-17	CD274, CD40, NRXN2, VTCN1, ITGAL, SPN, HLA-DMA, CDH3, CTLA4, ITGB7, ICOS, TIGIT, HLA-DOA, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DPA1, CADM3, HLA-DRB5, PDCD1LG2, HLA-F, SELE, SELP, CD2, CLDN11, CLDN10, PTPRC, CD40LG, SELL, CD6, CD8B, CD8A, CLDN8, CLDN19, HLA-DPB1, CD28, HLA-DRA, CD226, PDCD1, HLA-DRB1, HLA-DQB1	462	157	8840	4.9968290732621945	3.1802906336949114E-15	7.977053493456607E-16	6.792342578586815E-16
GOTERM_BP_DIRECT	GO:0007165~signal transduction	114	14.074074074074074	1.4205551458714782E-17	CHRM1, CALML5, GMFG, FGF2, SIT1, GRAP2, FAM3B, TNFRSF8, FAM3D, MIA, PRKCB, ADIPOQ, MATK, OLFM4, DOK2, PKP1, CD226, CARD16, GRIA2, CD274, SH2D2A, CRABP1, CSF2RB, RASAL1, ARHGAP15, RASGRP2, PLCXD2, KIR2DL4, C3, CD79B, KLRK1, INPP5D, PENK, TNFRSF17, TNFSF14, STAC, IGF1, BMX, ESR1, ARHGAP25, CXCL10, PLCXD3, CXCL11, NR4A3, PNOC, SCGB3A1, RGL4, IL7R, HLA-DRB1, ARHGAP9, ITK, CXCL6, CXCL9, PDE3B, RASGRF1, PIK3CD, FASLG, CXCL1, ITGAL, LRRC2, CXCL5, SPN, PSTPIP1, CHL1, TAGAP, CASP1, RAC2, CD38, CCR6, CD53, FGFBP1, EDN3, IL15, NRG2, RHOF, FGR, CD200R1, LCK, CEACAM5, KIT, XCL2, LTA, XCL1, HCLS1, LTB, MET, DTHD1, CCL13, CLEC12A, NRXN2, IL2RG, EGFR, CCL8, WIF1, CCL4, CCL2, GABRE, IL12RB1, CCL18, LEFTY2, IL32, GABRP, SLC12A3, CCL23, CCL22, TRAT1, P2RX1, IL2RB, PTPN7, ASB2, CCL28, CD244, IL17B, IL18R1	776	1240	19734	2.3379572663784507	4.7645419592529376E-14	6.804459148724381E-15	6.524406848538289E-15
GOTERM_BP_DIRECT	GO:0071346~cellular response to type II interferon	30	3.7037037037037033	1.9683594150725843E-17	CCL14, CCL13, CIITA, WAS, FASLG, CX3CL1, CCL8, CCL5, MRC1, CCL4, CASP1, IL12B, CCL2, CCL19, IL12RB1, CCL18, GBP1, CCL17, GBP4, HLA-DPA1, GBP6, GBP5, CCL23, EDN1, CCL22, CCL21, XCL2, IRF8, XCL1, CARD16	776	103	19734	7.406916224602142	6.601877478153448E-14	8.249886398422969E-15	7.910344399322948E-15
KEGG_PATHWAY	hsa04672:Intestinal immune network for IgA production	24	2.9629629629629632	2.861859887881494E-17	PIGR, IL15RA, HLA-DRB5, CD40, TNFRSF13B, IL15, TNFRSF13C, HLA-DMA, IL6, CD40LG, HLA-DPB1, CD28, TNFRSF17, HLA-DRA, ITGB7, HLA-DOA, ICOS, HLA-DOB, HLA-DQA2, CCL28, HLA-DQA1, HLA-DRB1, HLA-DPA1, HLA-DQB1	462	49	8840	9.37185263715876	8.642816861402113E-15	1.7342870920561856E-15	1.4767197021468511E-15
GOTERM_MF_DIRECT	GO:0004888~transmembrane signaling receptor activity	39	4.814814814814815	3.746367346744353E-17	PIGR, KLRB1, CLEC12A, CLEC10A, NRXN2, CD3G, CD3E, CD3D, KIR2DL4, EGFR, CD79B, FCRLA, SPN, CD79A, MRC1, IL21R, FCER1A, TNFRSF8, KLRC1, CD300LG, SLAMF1, FCRL1, NGFR, FCRL2, CR2, LAG3, FCRL5, FCRL6, FCRL3, SELE, EDAR, MARCO, CD27, TLR10, KLRD1, CD69, CD247, BMPR1B, LGR6	782	182	19304	5.289733284618195	3.5515562447136465E-14	1.7757781223568233E-14	1.7233289795024024E-14
KEGG_PATHWAY	hsa04658:Th1 and Th2 cell differentiation	31	3.8271604938271606	8.666062792576375E-17	CD3G, CD3E, IL2RG, CD3D, HLA-DMA, TBX21, STAT4, IL12B, IL12A, IL12RB1, HLA-DOA, JAK3, HLA-DOB, HLA-DQA2, HLA-DQA1, IL12RB2, HLA-DPA1, HLA-DRB5, RUNX3, ZAP70, IFNG, LCK, IL2RA, IL2RB, HLA-DPB1, HLA-DRA, PRKCQ, CD247, LAT, HLA-DRB1, HLA-DQB1	462	92	8840	6.447393186523622	3.352873534367973E-14	4.376361710251069E-15	3.726407000807841E-15
KEGG_PATHWAY	hsa05330:Allograft rejection	21	2.5925925925925926	1.9834682484523785E-16	HLA-DRB5, CD40, PRF1, GZMB, FASLG, HLA-F, HLA-DMA, CD40LG, IFNG, HLA-DPB1, CD28, IL12B, HLA-DRA, IL12A, HLA-DOA, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DRB1, HLA-DPA1, HLA-DQB1	462	38	8840	10.574162679425838	6.705747068735946E-14	8.585583989729581E-15	7.310497258581623E-15
GOTERM_BP_DIRECT	GO:0042102~positive regulation of T cell proliferation	23	2.8395061728395063	4.257327349157354E-16	SASH3, CD274, IL15, TNFRSF13C, CD1D, PDCD1LG2, VTCN1, CD3E, CORO1A, SPN, CCDC88B, IL6, PTPRC, CD40LG, CD6, CD209, CCL5, LEP, HLA-DPB1, CD28, IL12B, CCL19, HLA-DPA1	776	61	19734	9.588516139935779	1.48947520983711E-12	1.5860909557471787E-13	1.5208119363934326E-13
GOTERM_BP_DIRECT	GO:0042110~T cell activation	22	2.7160493827160495	4.339438351177642E-15	ITK, LAG3, TNFSF14, WAS, PIK3CD, CD3G, SLA2, CD3E, FOXP3, LY9, CD2, ZAP70, PTPRC, CD8B, IRF4, CD8A, TREML2, CD7, CD28, SLAMF7, SLAMF6, LAT	776	60	19734	9.324484536082474	1.4522383295911823E-11	1.4550136791498633E-12	1.3951294299036119E-12
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	42	5.185185185185185	4.757455739166411E-15	CCL14, CCL13, CXCL6, ITK, CXCL9, NCF1, CXCR5, WAS, PIK3CD, CXCL1, CXCR6, CXCL13, CXCL3, RASGRP2, CXCL2, CXCL5, CX3CL1, CCL8, CCL5, CXCR3, CCL4, RAC2, CCL2, CCR7, CCR6, CCL19, CCR5, CCL18, JAK3, CCR4, CCL17, CCR2, CCL23, CCL22, CCL21, PRKCB, FGR, CXCL10, CXCL11, XCL2, XCL1, CCL28	462	193	8840	4.163918982571833	1.4417356197782283E-12	1.8018863612092784E-13	1.5342794758811676E-13
KEGG_PATHWAY	hsa05332:Graft-versus-host disease	21	2.5925925925925926	8.085289473206908E-15	HLA-DRB5, PRF1, GZMB, FASLG, KIR3DL2, HLA-F, HLA-DMA, IL6, IFNG, HLA-DPB1, CD28, HLA-DRA, KLRD1, KLRC1, HLA-DOA, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DRB1, HLA-DPA1, HLA-DQB1	462	44	8840	9.132231404958679	2.44759768008862E-12	2.7220474559796587E-13	2.317782982319314E-13
KEGG_PATHWAY	hsa04659:Th17 cell differentiation	31	3.8271604938271606	1.308514118225116E-14	EBI3, CD3G, CD3E, IL2RG, CD3D, HLA-DMA, TBX21, IL21R, IL12RB1, HLA-DOA, JAK3, HLA-DOB, HLA-DQA2, HLA-DQA1, HLA-DPA1, HLA-DRB5, FOXP3, ZAP70, IL6, IFNG, IRF4, LCK, IL2RA, IL2RB, HLA-DPB1, HLA-DRA, PRKCQ, CD247, LAT, HLA-DRB1, HLA-DQB1	462	108	8840	5.49222382555716	3.956390770554208E-12	3.9647977782221016E-13	3.3759664250207993E-13
